BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'BRAZIL'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000100000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'BRAZIL'
		)
order by
	value desc;
 ps_partkey |      value       
------------+------------------
     150294 |  24926067.255188
     737893 | 19108571.9981689
    1493187 | 18785477.2419434
     493652 | 18711736.4628296
    1013966 | 18306061.6446533
     184819 | 17792975.8421631
     199211 | 17708266.2183838
    1493049 |  17660958.947937
     124703 | 17570081.8549805
    1975295 | 17511716.8120117
     440492 | 17503709.9395142
    1447377 | 17282587.3381348
    1207770 | 17155122.6453247
    1966859 | 17125150.6715088
    1199656 | 17092424.0448608
    1970671 |  17082331.355835
     458599 | 17076927.2550049
     503236 | 17068612.0672607
    1353300 | 17032793.9814453
        222 | 16971546.2604065
    1040057 | 16764831.8322144
    1051162 | 16712370.4385986
    1203229 | 16650760.0119629
    1183854 | 16516710.6794434
    1892249 | 16473177.2165527
    1328240 | 16447683.2729492
     125890 | 16385711.6182861
     385817 | 16276523.8309937
     777790 | 16265859.9983521
    1708591 | 16248256.1691284
    1550406 | 16155707.4853516
    1074674 | 16154207.4082642
    1928788 |  16123406.227417
     955122 | 16075997.9050293
    1772771 | 16072325.6217651
    1521727 | 16066967.1281738
    1391733 | 16035371.6732178
     441701 | 15995615.4276123
    1697116 | 15954334.8640137
      27650 | 15829098.7399902
    1375675 | 15794210.2631836
      52650 | 15790581.5386963
     612393 | 15778242.3474121
     348484 | 15772425.1764526
    1833778 | 15744537.0760498
     269125 | 15710496.5736694
     890691 | 15707658.1429443
    1960557 | 15638013.2283325
     864873 | 15628791.2028809
    1886144 | 15547854.9951172
     736248 | 15521041.6572266
    1940327 |  15517877.619812
      99439 | 15475515.3303223
    1196895 | 15447342.2823486
     421263 | 15378317.1687012
    1450499 | 15361297.0018311
     366729 | 15348120.3724365
     667255 | 15341796.1169434
    1431037 | 15265045.2912598
     781000 | 15258630.1520996
    1023037 | 15249210.9569092
     922153 |  15238962.859314
     513807 | 15226363.3326416
     939363 | 15203441.0378418
    1057981 |  15184712.597168
    1768622 | 15172378.5863037
    1203541 | 15158524.5020752
     651799 | 15154926.7809448
     947170 | 15140664.5779419
    1706117 | 15113223.9205933
     233280 | 15108469.0443115
    1179379 | 15089831.2729492
    1067708 | 15072287.5031738
     214557 | 15070652.7109375
     622066 | 15038658.2630005
    1790147 | 15021946.9448242
     562828 | 14965611.2822266
    1349935 |  14956915.694458
     798113 | 14935349.7735596
     379228 | 14930695.3218384
    1846644 | 14921228.3592529
    1962007 | 14919992.1235352
     628966 | 14906121.9015503
    1441946 | 14900697.1256104
    1732420 | 14887787.2453003
    1468109 |      14884076.75
      19164 | 14877795.7128296
    1162650 | 14875141.0914917
    1216266 | 14872213.3572388
    1195904 | 14862878.1031494
     558652 | 14859636.1335449
     578523 | 14843594.0321655
    1666151 | 14831363.8300781
    1991014 | 14821698.3286743
     802093 | 14815912.5291748
     221819 | 14796656.4725342
    1245210 | 14787852.7663574
    1397654 | 14785214.5761108
     546590 | 14778589.9528809
    1716985 | 14735990.9434814
     813896 | 14732878.9115601
    1593065 | 14729201.6735229
    1277920 | 14727562.0008545
     297201 | 14721901.5101318
     360638 | 14719237.9852295
    1493068 |  14715867.060791
     495375 | 14705997.6659851
     749636 | 14694965.4176025
     405252 | 14692728.4645386
     625464 | 14690558.9285889
    1932444 |  14682943.112915
     476577 |  14665516.736084
     892656 | 14647298.1530151
    1365997 | 14637417.4315186
      70733 | 14616589.5281982
    1091468 | 14611627.6063232
    1492109 | 14581364.3255615
    1623065 | 14577301.5011597
    1416978 | 14573843.1758423
    1945938 | 14572911.4780884
     754624 | 14543555.8503418
     300482 |  14533240.757019
    1008921 | 14516743.6446533
    1236926 | 14502277.0749512
    1425683 | 14498947.7214355
    1347845 | 14484365.7415771
    1901661 | 14470171.5707397
     930536 | 14463060.0461426
      21301 | 14462820.3949966
     321116 | 14448640.9071045
    1752633 | 14447509.8335571
    1538958 |   14420186.12323
    1178425 | 14388355.0483398
    1524341 | 14356748.9710083
    1637923 | 14347236.5236206
     560636 | 14333036.9779663
     785050 | 14320076.7420654
    1374239 | 14301911.8585205
     683114 | 14291503.3128052
     991727 | 14257549.5314941
    1703464 | 14207489.7226562
    1650450 | 14197010.2600098
    1281798 | 14194047.1080322
    1525017 | 14183880.6367188
    1566463 |  14177046.213501
     420939 | 14160753.3549805
     895250 | 14141306.2316895
    1578745 | 14098044.4802246
    1303345 | 14097787.8431396
    1140255 | 14064614.2386475
     283518 |      14059754.25
     215780 | 14046580.2736816
     500869 | 14045894.4507446
     605657 |  14045292.074646
    1101107 | 14037024.0483398
    1961972 | 14024888.9743652
     718134 | 14022894.8748779
    1642189 | 13994329.0859985
     368635 | 13991439.7299805
     821428 | 13976801.1154785
        268 | 13976654.0845337
     390601 | 13970421.1462402
     192439 | 13963621.9631958
