ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1416384422.58471,dbt3,9662,10,mark,psql,,-1,2014-11-19 09:07:02.581776+01,,2014-11-19 09:07:02.583533+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",idle,2014-11-19 09:07:02.586353+01
1416384422.58471,dbt3,9648,10,mark,psql,,-1,2014-11-19 09:07:02.576979+01,2014-11-19 09:07:02.578349+01,2014-11-19 09:07:02.578349+01,f,COPY supplier FROM '/AXLE/mark/dbt3/dss/supplier.tbl' USING DELIMITERS '|';,active,2014-11-19 09:07:02.578352+01
1416384422.58471,dbt3,9649,10,mark,psql,,-1,2014-11-19 09:07:02.577155+01,2014-11-19 09:07:02.578517+01,2014-11-19 09:07:02.578517+01,f,COPY part FROM '/AXLE/mark/dbt3/dss/part.tbl' USING DELIMITERS '|';,active,2014-11-19 09:07:02.578521+01
1416384422.58471,dbt3,9650,10,mark,psql,,-1,2014-11-19 09:07:02.57726+01,2014-11-19 09:07:02.578579+01,2014-11-19 09:07:02.578579+01,f,COPY partsupp FROM '/AXLE/mark/dbt3/dss/partsupp.tbl' USING DELIMITERS '|';,active,2014-11-19 09:07:02.578582+01
1416384422.58471,dbt3,9651,10,mark,psql,,-1,2014-11-19 09:07:02.577388+01,2014-11-19 09:07:02.579234+01,2014-11-19 09:07:02.579234+01,f,COPY customer FROM '/AXLE/mark/dbt3/dss/customer.tbl' USING DELIMITERS '|';,active,2014-11-19 09:07:02.579238+01
1416384422.58471,dbt3,9653,10,mark,psql,,-1,2014-11-19 09:07:02.578162+01,2014-11-19 09:07:02.579678+01,2014-11-19 09:07:02.579678+01,f,COPY lineitem FROM '/AXLE/mark/dbt3/dss/lineitem.tbl' USING DELIMITERS '|';,active,2014-11-19 09:07:02.579682+01
1416384422.58471,dbt3,9652,10,mark,psql,,-1,2014-11-19 09:07:02.577984+01,2014-11-19 09:07:02.579877+01,2014-11-19 09:07:02.579877+01,f,COPY orders FROM '/AXLE/mark/dbt3/dss/orders.tbl' USING DELIMITERS '|';,active,2014-11-19 09:07:02.579881+01
1416384422.58471,dbt3,9669,10,mark,psql,,-1,2014-11-19 09:07:02.584314+01,2014-11-19 09:07:02.585691+01,2014-11-19 09:07:02.585691+01,f,"
ALTER TABLE region
ADD CONSTRAINT pk_region PRIMARY KEY (r_regionkey) ;",active,2014-11-19 09:07:02.585694+01
1416384422.58471,dbt3,9663,10,mark,psql,,-1,2014-11-19 09:07:02.582112+01,2014-11-19 09:07:02.583698+01,2014-11-19 09:07:02.583698+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 09:07:02.583703+01
1416384422.58471,dbt3,9664,10,mark,psql,,-1,2014-11-19 09:07:02.582529+01,2014-11-19 09:07:02.584738+01,2014-11-19 09:07:02.584738+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, datname, numbackends, xact_commit, xact_rollback, blks_read, blks_hit, tup_returned, tup_fetched, tup_inserted, tup_updated, tup_deleted FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",active,2014-11-19 09:07:02.584742+01
